X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
b,29.50,0.58,u,g,w,v,0.29,FALSE,FALSE,01,FALSE,g,00340,2803,FALSE
b,18.83,0.415,y,p,c,v,0.165,FALSE,FALSE,01,FALSE,g,00200,1,FALSE
a,21.75,1.75,y,p,j,j,0,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
b,23.00,0.75,u,g,m,v,0.5,FALSE,FALSE,0,FALSE,s,00320,0,FALSE
a,18.25,10,u,g,w,v,1,FALSE,FALSE,01,FALSE,g,00120,1,FALSE
b,25.42,0.54,u,g,w,v,0.165,FALSE,FALSE,01,FALSE,g,00272,444,FALSE
b,35.75,2.415,u,g,w,v,0.125,FALSE,FALSE,02,FALSE,g,00220,1,FALSE
a,16.08,0.335,u,g,ff,ff,0,FALSE,FALSE,01,FALSE,g,00160,126,FALSE
a,31.92,3.125,u,g,ff,ff,3.04,FALSE,FALSE,02,FALSE,g,00200,4,FALSE
b,69.17,9,u,g,ff,ff,4,FALSE,FALSE,01,FALSE,g,00070,6,FALSE
b,32.92,2.5,u,g,aa,v,1.75,FALSE,FALSE,02,FALSE,g,00720,0,FALSE
b,16.33,2.75,u,g,aa,v,0.665,FALSE,FALSE,01,FALSE,g,00080,21,FALSE
b,22.17,12.125,u,g,c,v,3.335,FALSE,FALSE,02,FALSE,g,00180,173,FALSE
a,57.58,2,u,g,ff,ff,6.5,FALSE,FALSE,01,FALSE,g,00000,10,FALSE
b,18.25,0.165,u,g,d,v,0.25,FALSE,FALSE,0,FALSE,s,00280,0,FALSE
b,23.42,1,u,g,c,v,0.5,FALSE,FALSE,0,FALSE,s,00280,0,FALSE
a,15.92,2.875,u,g,q,v,0.085,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
a,24.75,13.665,u,g,q,h,1.5,FALSE,FALSE,0,FALSE,g,00280,1,FALSE
b,48.75,26.335,y,p,ff,ff,0,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,23.50,2.75,u,g,ff,ff,4.5,FALSE,FALSE,0,FALSE,g,00160,25,FALSE
b,18.58,10.29,u,g,ff,ff,0.415,FALSE,FALSE,0,FALSE,g,00080,0,FALSE
b,27.75,1.29,u,g,k,h,0.25,FALSE,FALSE,0,FALSE,s,00140,0,FALSE
a,31.75,3,y,p,j,j,0,FALSE,FALSE,0,FALSE,g,00160,20,FALSE
a,24.83,4.5,u,g,w,v,1,FALSE,FALSE,0,FALSE,g,00360,6,FALSE
b,19.00,1.75,y,p,c,v,2.335,FALSE,FALSE,0,FALSE,g,00112,6,FALSE
a,16.33,0.21,u,g,aa,v,0.125,FALSE,FALSE,0,FALSE,g,00200,1,FALSE
a,18.58,10,u,g,d,v,0.415,FALSE,FALSE,0,FALSE,g,00080,42,FALSE
b,16.25,0,y,p,aa,v,0.25,FALSE,FALSE,0,FALSE,g,00060,0,FALSE
b,23.00,0.75,u,g,m,v,0.5,FALSE,FALSE,0,FALSE,s,00320,0,FALSE
b,21.17,0.25,y,p,c,h,0.25,FALSE,FALSE,0,FALSE,g,00280,204,FALSE
b,17.50,22,l,gg,ff,o,0,FALSE,FALSE,0,FALSE,p,00450,100000,TRUE
b,19.17,0,y,p,m,bb,0,FALSE,FALSE,0,FALSE,s,00500,1,TRUE
b,36.75,0.125,y,p,c,v,1.5,FALSE,FALSE,0,FALSE,g,00232,113,TRUE
b,21.25,1.5,u,g,w,v,1.5,FALSE,FALSE,0,FALSE,g,00150,8,TRUE
a,18.08,0.375,l,gg,cc,ff,10,FALSE,FALSE,0,FALSE,s,00300,0,TRUE
a,33.67,0.375,u,g,cc,v,0.375,FALSE,FALSE,0,FALSE,g,00300,44,TRUE
b,48.58,0.205,y,p,k,v,0.25,FALSE,FALSE,11,FALSE,g,00380,2732,TRUE
b,33.67,1.25,u,g,w,v,1.165,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
a,29.50,1.085,y,p,x,v,1,FALSE,FALSE,0,FALSE,g,00280,13,FALSE
b,30.17,1.085,y,p,c,v,0.04,FALSE,FALSE,0,FALSE,g,00170,179,FALSE
b,34.83,2.5,y,p,w,v,3,FALSE,FALSE,0,FALSE,s,00200,0,FALSE
a,33.25,2.5,y,p,c,v,2.5,FALSE,FALSE,0,FALSE,g,00000,2,FALSE
b,34.08,2.5,u,g,c,v,1,FALSE,FALSE,0,FALSE,g,00460,16,FALSE
a,25.25,12.5,u,g,d,v,1,FALSE,FALSE,0,FALSE,g,00180,1062,FALSE
b,34.75,2.5,u,g,cc,bb,0.5,FALSE,FALSE,0,FALSE,g,00348,0,FALSE
b,27.67,0.75,u,g,q,h,0.165,FALSE,FALSE,0,FALSE,g,00220,251,FALSE
b,47.33,6.5,u,g,c,v,1,FALSE,FALSE,0,FALSE,g,00000,228,FALSE
a,34.83,1.25,y,p,i,h,0.5,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
a,33.25,3,y,p,aa,v,2,FALSE,FALSE,0,FALSE,g,00180,0,FALSE
b,28.00,3,u,g,w,v,0.75,FALSE,FALSE,0,FALSE,g,00300,67,FALSE
a,39.08,4,u,g,c,v,3,FALSE,FALSE,0,FALSE,g,00480,0,FALSE
b,42.75,4.085,u,g,aa,v,0.04,FALSE,FALSE,0,FALSE,g,00108,100,FALSE
b,26.92,2.25,u,g,i,bb,0.5,FALSE,FALSE,0,FALSE,g,00640,4000,FALSE
b,33.75,2.75,u,g,i,bb,0,FALSE,FALSE,0,FALSE,g,00180,0,FALSE
b,38.92,1.75,u,g,k,v,0.5,FALSE,FALSE,0,FALSE,g,00300,2,FALSE
b,62.75,7,u,g,e,z,0,FALSE,FALSE,0,FALSE,g,00000,12,FALSE
b,26.75,4.5,y,p,c,bb,2.5,FALSE,FALSE,0,FALSE,g,00200,1210,FALSE
b,63.33,0.54,u,g,c,v,0.585,FALSE,FALSE,03,FALSE,g,00180,0,FALSE
b,27.83,1.5,u,g,w,v,2.25,FALSE,FALSE,01,FALSE,g,00100,3,FALSE
a,26.17,2,u,g,j,j,0,FALSE,FALSE,0,FALSE,g,00276,1,FALSE
b,22.17,0.585,y,p,ff,ff,0,FALSE,FALSE,0,FALSE,g,00100,0,FALSE
b,22.50,11.5,y,p,m,v,1.5,FALSE,FALSE,0,FALSE,g,00000,4000,FALSE
b,30.75,1.585,u,g,d,v,0.585,FALSE,FALSE,0,FALSE,s,00000,0,FALSE
b,36.67,2,u,g,i,v,0.25,FALSE,FALSE,0,FALSE,g,00221,0,FALSE
a,16.00,0.165,u,g,aa,v,1,FALSE,FALSE,02,FALSE,g,00320,1,FALSE
b,41.17,1.335,u,g,d,v,0.165,FALSE,FALSE,0,FALSE,g,00168,0,FALSE
a,19.50,0.165,u,g,q,v,0.04,FALSE,FALSE,0,FALSE,g,00380,0,FALSE
b,32.42,3,u,g,d,v,0.165,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
a,36.75,4.71,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
a,30.25,5.5,u,g,k,v,5.5,FALSE,FALSE,0,FALSE,s,00100,0,FALSE
b,23.08,2.5,u,g,ff,ff,0.085,FALSE,FALSE,0,FALSE,g,00100,4208,FALSE
b,26.83,0.54,u,g,k,ff,0,FALSE,FALSE,0,FALSE,g,00100,0,FALSE
b,16.92,0.335,y,p,k,v,0.29,FALSE,FALSE,0,FALSE,s,00200,0,FALSE
b,24.42,2,u,g,e,dd,0.165,FALSE,FALSE,02,FALSE,g,00320,1300,FALSE
b,42.83,1.25,u,g,m,v,13.875,FALSE,FALSE,01,FALSE,g,00352,112,FALSE
a,22.75,6.165,u,g,aa,v,0.165,FALSE,FALSE,0,FALSE,g,00220,1000,FALSE
b,39.42,1.71,y,p,m,v,0.165,FALSE,FALSE,0,FALSE,s,00400,0,FALSE
a,23.58,11.5,y,p,k,h,3,FALSE,FALSE,0,FALSE,g,00020,16,FALSE
b,21.42,0.75,y,p,r,n,0.75,FALSE,FALSE,0,FALSE,g,00132,2,FALSE
b,33.00,2.5,y,p,w,v,7,FALSE,FALSE,0,FALSE,g,00280,0,FALSE
b,26.33,13,u,g,e,dd,0,FALSE,FALSE,0,FALSE,g,00140,1110,FALSE
a,45.00,4.585,u,g,k,h,1,FALSE,FALSE,0,FALSE,s,00240,0,FALSE
b,26.25,1.54,u,g,w,v,0.125,FALSE,FALSE,0,FALSE,g,00100,0,FALSE
a,20.83,0.5,y,p,e,dd,1,FALSE,FALSE,0,FALSE,g,00260,0,FALSE
b,28.67,14.5,u,g,d,v,0.125,FALSE,FALSE,0,FALSE,g,00000,286,FALSE
b,20.67,0.835,y,p,c,v,2,FALSE,FALSE,0,FALSE,s,00240,0,FALSE
b,34.42,1.335,u,g,i,bb,0.125,FALSE,FALSE,0,FALSE,g,00440,4500,FALSE
b,33.58,0.25,u,g,i,bb,4,FALSE,FALSE,0,FALSE,s,00420,0,FALSE
b,43.17,5,u,g,i,bb,2.25,FALSE,FALSE,0,FALSE,g,00141,0,FALSE
a,22.67,7,u,g,c,v,0.165,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
a,24.33,2.5,y,p,i,bb,4.5,FALSE,FALSE,0,FALSE,g,00200,456,FALSE
a,56.83,4.25,y,p,ff,ff,5,FALSE,FALSE,0,FALSE,g,00000,4,FALSE
b,22.08,11.46,u,g,k,v,1.585,FALSE,FALSE,0,FALSE,g,00100,1212,FALSE
b,34.00,5.5,y,p,c,v,1.5,FALSE,FALSE,0,FALSE,g,00060,0,FALSE
b,22.58,1.5,y,p,aa,v,0.54,FALSE,FALSE,0,FALSE,g,00120,67,FALSE
b,21.17,0,u,g,c,v,0.5,FALSE,FALSE,0,FALSE,s,00000,0,FALSE
b,26.67,14.585,u,g,i,bb,0,FALSE,FALSE,0,FALSE,g,00178,0,FALSE
b,22.92,0.17,u,g,m,v,0.085,FALSE,FALSE,0,FALSE,s,00000,0,FALSE
b,15.17,7,u,g,e,v,1,FALSE,FALSE,0,FALSE,g,00600,0,FALSE
b,39.92,5,u,g,i,bb,0.21,FALSE,FALSE,0,FALSE,g,00550,0,FALSE
b,27.42,12.5,u,g,aa,bb,0.25,FALSE,FALSE,0,FALSE,g,00720,0,FALSE
b,24.75,0.54,u,g,m,v,1,FALSE,FALSE,0,FALSE,g,00120,1,FALSE
b,41.17,1.25,y,p,w,v,0.25,FALSE,FALSE,0,FALSE,g,00000,195,FALSE
a,33.08,1.625,u,g,d,v,0.54,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,29.83,2.04,y,p,x,h,0.04,FALSE,FALSE,0,FALSE,g,00128,1,FALSE
a,23.58,0.585,y,p,ff,ff,0.125,FALSE,FALSE,0,FALSE,g,00120,87,FALSE
b,26.17,12.5,y,p,k,h,1.25,FALSE,FALSE,0,FALSE,g,00000,17,FALSE
b,31.00,2.085,u,g,c,v,0.085,FALSE,FALSE,0,FALSE,g,00300,0,FALSE
b,20.75,5.085,y,p,j,v,0.29,FALSE,FALSE,0,FALSE,g,00140,184,FALSE
b,28.92,0.375,u,g,c,v,0.29,FALSE,FALSE,0,FALSE,g,00220,140,FALSE
a,51.92,6.5,u,g,i,bb,3.085,FALSE,FALSE,0,FALSE,g,00073,0,FALSE
a,22.67,0.335,u,g,q,v,0.75,FALSE,FALSE,0,FALSE,s,00160,0,FALSE
b,34.00,5.085,y,p,i,bb,1.085,FALSE,FALSE,0,FALSE,g,00480,0,FALSE
a,69.50,6,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,s,00000,0,FALSE
a,19.58,0.665,y,p,c,v,1,FALSE,FALSE,01,FALSE,g,02000,2,FALSE
b,16.00,3.125,u,g,w,v,0.085,FALSE,FALSE,01,FALSE,g,00000,6,FALSE
b,17.08,0.25,u,g,q,v,0.335,FALSE,FALSE,04,FALSE,g,00160,8,FALSE
b,31.25,2.835,u,g,ff,ff,0,FALSE,FALSE,05,FALSE,g,00176,146,FALSE
b,25.17,3,u,g,c,v,1.25,FALSE,FALSE,01,FALSE,g,00000,22,FALSE
a,22.67,0.79,u,g,i,v,0.085,FALSE,FALSE,0,FALSE,g,00144,0,FALSE
b,40.58,1.5,u,g,i,bb,0,FALSE,FALSE,0,FALSE,s,00300,0,FALSE
b,22.25,0.46,u,g,k,v,0.125,FALSE,FALSE,0,FALSE,g,00280,55,FALSE
a,22.25,1.25,y,p,ff,ff,3.25,FALSE,FALSE,0,FALSE,g,00280,0,FALSE
b,22.50,0.125,y,p,k,v,0.125,FALSE,FALSE,0,FALSE,g,00200,70,FALSE
b,23.58,1.79,u,g,c,v,0.54,FALSE,FALSE,0,FALSE,g,00136,1,FALSE
b,38.42,0.705,u,g,c,v,0.375,FALSE,FALSE,02,FALSE,g,00225,500,FALSE
a,26.58,2.54,y,p,ff,ff,0,FALSE,FALSE,0,FALSE,g,00180,60,FALSE
b,35.00,2.5,u,g,i,v,1,FALSE,FALSE,0,FALSE,g,00210,0,FALSE
b,20.42,1.085,u,g,q,v,1.5,FALSE,FALSE,0,FALSE,g,00108,7,FALSE
b,29.42,1.25,u,g,w,v,1.75,FALSE,FALSE,0,FALSE,g,00200,0,FALSE
b,26.17,0.835,u,g,cc,v,1.165,FALSE,FALSE,0,FALSE,g,00100,0,FALSE
b,33.67,2.165,u,g,c,v,1.5,FALSE,FALSE,0,FALSE,p,00120,0,FALSE
b,24.58,1.25,u,g,c,v,0.25,FALSE,FALSE,0,FALSE,g,00110,0,FALSE
a,27.67,2.04,u,g,w,v,0.25,FALSE,FALSE,0,FALSE,g,00180,50,FALSE
b,37.50,0.835,u,g,e,v,0.04,FALSE,FALSE,0,FALSE,g,00120,5,FALSE
b,49.17,2.29,u,g,ff,ff,0.29,FALSE,FALSE,0,FALSE,g,00200,3,FALSE
b,33.58,0.335,y,p,cc,v,0.085,FALSE,FALSE,0,FALSE,g,00180,0,FALSE
b,51.83,3,y,p,ff,ff,1.5,FALSE,FALSE,0,FALSE,g,00180,4,FALSE
b,22.92,3.165,y,p,c,v,0.165,FALSE,FALSE,0,FALSE,g,00160,1058,FALSE
b,21.83,1.54,u,g,k,v,0.085,FALSE,FALSE,0,FALSE,g,00356,0,FALSE
b,25.25,1,u,g,aa,v,0.5,FALSE,FALSE,0,FALSE,g,00200,0,FALSE
b,58.58,2.71,u,g,c,v,2.415,FALSE,FALSE,0,FALSE,g,00320,0,FALSE
b,19.00,0,y,p,ff,ff,0,FALSE,FALSE,04,FALSE,g,00045,1,FALSE
b,19.58,0.585,u,g,ff,ff,0,FALSE,FALSE,03,FALSE,g,00350,769,FALSE
a,53.33,0.165,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,s,00062,27,FALSE
a,27.17,1.25,u,g,ff,ff,0,FALSE,FALSE,01,FALSE,g,00092,300,FALSE
b,25.92,0.875,u,g,k,v,0.375,FALSE,FALSE,02,FALSE,g,00174,3,FALSE
b,23.08,0,u,g,k,v,1,FALSE,FALSE,11,FALSE,s,00000,0,FALSE
b,39.58,5,u,g,ff,ff,0,FALSE,FALSE,02,FALSE,g,00017,1,FALSE
b,30.58,2.71,y,p,m,v,0.125,FALSE,FALSE,0,FALSE,s,00080,0,FALSE
b,17.25,3,u,g,k,v,0.04,FALSE,FALSE,0,FALSE,g,00160,40,FALSE
a,17.67,0,y,p,j,ff,0,FALSE,FALSE,0,FALSE,g,00086,0,FALSE
b,16.50,0.125,u,g,c,v,0.165,FALSE,FALSE,0,FALSE,g,00132,0,FALSE
a,27.33,1.665,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00340,1,FALSE
b,31.25,1.125,u,g,ff,ff,0,FALSE,FALSE,01,FALSE,g,00096,19,FALSE
b,20.00,7,u,g,c,v,0.5,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,39.50,1.625,u,g,c,v,1.5,FALSE,FALSE,0,FALSE,g,00000,316,FALSE
b,36.50,4.25,u,g,q,v,3.5,FALSE,FALSE,0,FALSE,g,00454,50,FALSE
b,52.42,1.5,u,g,d,v,3.75,FALSE,FALSE,0,FALSE,g,00000,350,FALSE
b,36.17,18.125,u,g,w,v,0.085,FALSE,FALSE,0,FALSE,g,00320,3552,FALSE
b,29.67,0.75,y,p,c,v,0.04,FALSE,FALSE,0,FALSE,g,00240,0,FALSE
b,36.17,5.5,u,g,i,bb,5,FALSE,FALSE,0,FALSE,g,00210,687,FALSE
b,25.67,0.29,y,p,c,v,1.5,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
a,24.50,2.415,y,p,c,v,0,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
b,24.08,0.875,u,g,m,v,0.085,FALSE,FALSE,04,FALSE,g,00254,1950,FALSE
b,21.92,0.5,u,g,c,v,0.125,FALSE,FALSE,0,FALSE,g,00360,0,FALSE
a,36.58,0.29,u,g,ff,ff,0,FALSE,FALSE,10,FALSE,g,00200,18,FALSE
a,23.00,1.835,u,g,j,j,0,FALSE,FALSE,01,FALSE,g,00200,53,FALSE
a,27.58,3,u,g,m,v,2.79,FALSE,FALSE,01,FALSE,g,00280,10,FALSE
b,31.08,3.085,u,g,c,v,2.5,FALSE,FALSE,02,FALSE,g,00160,41,FALSE
a,30.42,1.375,u,g,w,h,0.04,FALSE,FALSE,03,FALSE,g,00000,33,FALSE
b,22.08,2.335,u,g,k,v,0.75,FALSE,FALSE,0,FALSE,g,00180,0,FALSE
b,16.33,4.085,u,g,i,h,0.415,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
a,21.92,11.665,u,g,k,h,0.085,FALSE,FALSE,0,FALSE,g,00320,5,FALSE
b,21.08,4.125,y,p,i,h,0.04,FALSE,FALSE,0,FALSE,g,00140,100,FALSE
b,17.42,6.5,u,g,i,v,0.125,FALSE,FALSE,0,FALSE,g,00060,100,FALSE
b,19.17,4,y,p,i,v,1,FALSE,FALSE,0,FALSE,g,00360,1000,FALSE
b,20.67,0.415,u,g,c,v,0.125,FALSE,FALSE,0,FALSE,g,00000,44,FALSE
b,26.75,2,u,g,d,v,0.75,FALSE,FALSE,0,FALSE,g,00080,0,FALSE
b,23.58,0.835,u,g,i,h,0.085,FALSE,FALSE,0,FALSE,g,00220,5,FALSE
b,39.17,2.5,y,p,i,h,10,FALSE,FALSE,0,FALSE,s,00200,0,FALSE
b,22.75,11.5,u,g,i,v,0.415,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
a,16.92,0.5,u,g,i,v,0.165,FALSE,FALSE,06,FALSE,g,00240,35,FALSE
b,23.50,3.165,y,p,k,v,0.415,FALSE,FALSE,01,FALSE,g,00280,80,FALSE
a,17.33,9.5,u,g,aa,v,1.75,FALSE,FALSE,10,FALSE,g,00000,10,FALSE
b,23.75,0.415,y,p,c,v,0.04,FALSE,FALSE,02,FALSE,g,00128,6,FALSE
b,34.67,1.08,u,g,m,v,1.165,FALSE,FALSE,0,FALSE,s,00028,0,FALSE
b,74.83,19,y,p,ff,ff,0.04,FALSE,FALSE,02,FALSE,g,00000,351,FALSE
b,28.17,0.125,y,p,k,v,0.085,FALSE,FALSE,0,FALSE,g,00216,2100,FALSE
b,24.50,13.335,y,p,aa,v,0.04,FALSE,FALSE,0,FALSE,g,00120,475,FALSE
b,18.83,3.54,y,p,ff,ff,0,FALSE,FALSE,0,FALSE,g,00180,1,FALSE
a,47.25,0.75,u,g,q,h,2.75,FALSE,FALSE,01,FALSE,g,00333,892,TRUE
b,24.17,0.875,u,g,q,v,4.625,FALSE,FALSE,02,FALSE,g,00520,2000,TRUE
b,39.25,9.5,u,g,m,v,6.5,FALSE,FALSE,14,FALSE,g,00240,4607,TRUE
a,20.50,11.835,u,g,c,h,6,FALSE,FALSE,0,FALSE,g,00340,0,TRUE
a,18.83,4.415,y,p,c,h,3,FALSE,FALSE,0,FALSE,g,00240,0,TRUE
b,19.17,9.5,u,g,w,v,1.5,FALSE,FALSE,0,FALSE,g,00120,2206,TRUE
a,25.00,0.875,u,g,x,h,1.04,FALSE,FALSE,0,FALSE,g,00160,5860,TRUE
b,20.17,9.25,u,g,c,v,1.665,FALSE,FALSE,03,FALSE,g,00040,28,TRUE
b,25.75,0.5,u,g,c,v,1.46,FALSE,FALSE,05,FALSE,g,00312,0,TRUE
b,20.42,7,u,g,c,v,1.625,FALSE,FALSE,03,FALSE,g,00200,1391,TRUE
b,39.00,5,u,g,cc,v,3.5,FALSE,FALSE,10,FALSE,g,00000,0,TRUE
a,64.08,0.165,u,g,ff,ff,0,FALSE,FALSE,01,FALSE,g,00232,100,TRUE
b,28.25,5.125,u,g,x,v,4.75,FALSE,FALSE,02,FALSE,g,00420,7,TRUE
a,28.75,3.75,u,g,c,v,1.085,FALSE,FALSE,01,FALSE,g,00371,0,TRUE
b,31.33,19.5,u,g,c,v,7,FALSE,FALSE,16,FALSE,g,00000,5000,TRUE
a,18.92,9,u,g,aa,v,0.75,FALSE,FALSE,02,FALSE,g,00088,591,TRUE
a,24.75,3,u,g,q,h,1.835,FALSE,FALSE,19,FALSE,g,00000,500,TRUE
a,30.67,12,u,g,c,v,2,FALSE,FALSE,01,FALSE,g,00220,19,TRUE
b,21.00,4.79,y,p,w,v,2.25,FALSE,FALSE,01,FALSE,g,00080,300,TRUE
b,13.75,4,y,p,w,v,1.75,FALSE,FALSE,02,FALSE,g,00120,1000,TRUE
a,46.00,4,u,g,j,j,0,FALSE,FALSE,0,FALSE,g,00100,960,TRUE
a,44.33,0,u,g,c,v,2.5,FALSE,FALSE,0,FALSE,g,00000,0,TRUE
b,20.25,9.96,u,g,e,dd,0,FALSE,FALSE,0,FALSE,g,00000,0,TRUE
b,22.67,2.54,y,p,c,h,2.585,FALSE,FALSE,0,FALSE,g,00000,0,TRUE
a,60.92,5,u,g,aa,v,4,FALSE,FALSE,04,FALSE,g,00000,99,TRUE
b,16.08,0.75,u,g,c,v,1.75,FALSE,FALSE,05,FALSE,g,00352,690,TRUE
a,28.17,0.375,u,g,q,v,0.585,FALSE,FALSE,04,FALSE,g,00080,0,TRUE
b,39.17,1.71,u,g,x,v,0.125,FALSE,FALSE,05,FALSE,g,00480,0,TRUE
a,30.00,5.29,u,g,e,dd,2.25,FALSE,FALSE,05,FALSE,g,00099,500,TRUE
b,22.83,3,u,g,m,v,1.29,FALSE,FALSE,01,FALSE,g,00260,800,TRUE
a,22.50,8.5,u,g,q,v,1.75,FALSE,FALSE,10,FALSE,g,00080,990,FALSE
a,28.58,1.665,u,g,q,v,2.415,FALSE,FALSE,0,FALSE,g,00440,0,FALSE
b,45.17,1.5,u,g,c,v,2.5,FALSE,FALSE,0,FALSE,g,00140,0,FALSE
b,41.58,1.75,u,g,k,v,0.21,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
a,57.08,0.335,u,g,i,bb,1,FALSE,FALSE,0,FALSE,g,00252,2197,FALSE
a,55.75,7.08,u,g,k,h,6.75,FALSE,FALSE,03,FALSE,g,00100,50,FALSE
b,43.25,25.21,u,g,q,h,0.21,FALSE,FALSE,01,FALSE,g,00760,90,FALSE
a,25.33,2.085,u,g,c,h,2.75,FALSE,FALSE,0,FALSE,g,00360,1,FALSE
a,24.58,0.67,u,g,aa,h,1.75,FALSE,FALSE,0,FALSE,g,00400,0,FALSE
b,43.17,2.25,u,g,i,bb,0.75,FALSE,FALSE,0,FALSE,g,00560,0,FALSE
b,40.92,0.835,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00130,1,FALSE
b,31.83,2.5,u,g,aa,v,7.5,FALSE,FALSE,0,FALSE,g,00523,0,FALSE
a,33.92,1.585,y,p,ff,ff,0,FALSE,FALSE,0,FALSE,g,00320,0,FALSE
a,24.92,1.25,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00080,0,FALSE
b,35.25,3.165,u,g,x,h,3.75,FALSE,FALSE,0,FALSE,g,00680,0,FALSE
b,34.25,1.75,u,g,w,bb,0.25,FALSE,FALSE,0,FALSE,g,00163,0,FALSE
b,19.42,1.5,y,p,cc,v,2,FALSE,FALSE,0,FALSE,g,00100,20,FALSE
b,42.75,3,u,g,i,bb,1,FALSE,FALSE,0,FALSE,g,00000,200,FALSE
b,19.67,10,y,p,k,h,0.835,FALSE,FALSE,0,FALSE,g,00140,0,FALSE
b,36.33,3.79,u,g,w,v,1.165,FALSE,FALSE,0,FALSE,g,00200,0,FALSE
b,30.08,1.04,y,p,i,bb,0.5,FALSE,FALSE,10,FALSE,g,00132,28,FALSE
b,44.25,11,y,p,d,v,1.5,FALSE,FALSE,0,FALSE,s,00000,0,FALSE
b,23.58,0.46,y,p,w,v,2.625,FALSE,FALSE,06,FALSE,g,00208,347,FALSE
b,23.92,1.5,u,g,d,h,1.875,FALSE,FALSE,06,FALSE,g,00200,327,TRUE
b,33.17,1,u,g,x,v,0.75,FALSE,FALSE,07,FALSE,g,00340,4071,TRUE
b,48.33,12,u,g,m,v,16,FALSE,FALSE,0,FALSE,s,00110,0,TRUE
b,76.75,22.29,u,g,e,z,12.75,FALSE,FALSE,01,FALSE,g,00000,109,TRUE
b,51.33,10,u,g,i,bb,0,FALSE,FALSE,11,FALSE,g,00000,1249,TRUE
b,34.75,15,u,g,r,n,5.375,FALSE,FALSE,09,FALSE,g,00000,134,TRUE
b,38.58,3.335,u,g,w,v,4,FALSE,FALSE,14,FALSE,g,00383,1344,TRUE
a,22.42,11.25,y,p,x,h,0.75,FALSE,FALSE,04,FALSE,g,00000,321,TRUE
b,41.92,0.42,u,g,c,h,0.21,FALSE,FALSE,06,FALSE,g,00220,948,TRUE
b,29.58,4.5,u,g,w,v,7.5,FALSE,FALSE,02,FALSE,g,00330,0,TRUE
a,32.17,1.46,u,g,w,v,1.085,FALSE,FALSE,16,FALSE,g,00120,2079,TRUE
b,51.42,0.04,u,g,x,h,0.04,FALSE,FALSE,0,FALSE,g,00000,3000,TRUE
a,22.83,2.29,u,g,q,h,2.29,FALSE,FALSE,07,FALSE,g,00140,2384,TRUE
a,25.00,12.33,u,g,cc,h,3.5,FALSE,FALSE,06,FALSE,g,00400,458,TRUE
b,26.75,1.125,u,g,x,h,1.25,FALSE,FALSE,0,FALSE,g,00000,5298,TRUE
b,23.33,1.5,u,g,c,h,1.415,FALSE,FALSE,0,FALSE,g,00422,200,TRUE
b,24.42,12.335,u,g,q,h,1.585,FALSE,FALSE,0,FALSE,g,00120,0,TRUE
b,42.17,5.04,u,g,q,h,12.75,FALSE,FALSE,0,FALSE,g,00092,0,TRUE
a,20.83,3,u,g,aa,v,0.04,FALSE,FALSE,0,FALSE,g,00100,0,TRUE
b,23.08,11.5,u,g,w,h,2.125,FALSE,FALSE,11,FALSE,g,00290,284,TRUE
a,25.17,2.875,u,g,x,h,0.875,FALSE,FALSE,0,FALSE,g,00360,0,TRUE
b,43.08,0.375,y,p,c,v,0.375,FALSE,FALSE,08,FALSE,g,00300,162,TRUE
a,35.75,0.915,u,g,aa,v,0.75,FALSE,FALSE,04,FALSE,g,00000,1583,TRUE
b,59.50,2.75,u,g,w,v,1.75,FALSE,FALSE,05,FALSE,g,00060,58,TRUE
b,21.00,3,y,p,d,v,1.085,FALSE,FALSE,08,FALSE,g,00160,1,TRUE
b,21.92,0.54,y,p,x,v,0.04,FALSE,FALSE,01,FALSE,g,00840,59,TRUE
a,65.17,14,u,g,ff,ff,0,FALSE,FALSE,11,FALSE,g,00000,1400,TRUE
a,20.33,10,u,g,c,h,1,FALSE,FALSE,04,FALSE,g,00050,1465,TRUE
b,32.25,0.165,y,p,c,h,3.25,FALSE,FALSE,01,FALSE,g,00432,8000,TRUE
b,30.17,0.5,u,g,c,v,1.75,FALSE,FALSE,11,FALSE,g,00032,540,TRUE
b,25.17,6,u,g,c,v,1,FALSE,FALSE,03,FALSE,g,00000,0,TRUE
